Comment_number,User_number,Date_of_comment,Proof_of_payment,Platform_ID,Platform,Nested_comment,Rating,Comment,comment_clean,date,time_of_comment,year,month,month_year,week_day,week_day_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132147,3960,2015-06-08 19:48:53,0,14244,sixurabux,0,1,"Bonsoir,<br />
<br />
Domain Suspended<br />
This domain has been temporarily or permanently suspended.","Bonsoir,  Domain Suspended This domain has been temporarily or permanently suspended.",2015-06-08,2020-05-09 19:48:53,2015,6,2015-06,Monday,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132563,39989,2015-06-10 07:40:54,0,10632,The-Clix,0,1,"Bonjour,<br />
<br />
Ce site ne semble plus payer depuis 2 mois. Moi-même j'ai un paiement en attente depuis mi-avril. Dans le forum, les membres se posent des questions...<br />
<br />
Pour ce site est plus que douteux.","Bonjour,  Ce site ne semble plus payer depuis 2 mois. Moi-même j'ai un paiement en attente depuis mi-avril. Dans le forum, les membres se posent des questions...  Pour ce site est plus que douteux.",2015-06-10,2020-05-09 07:40:54,2015,6,2015-06,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132605,41631,2015-06-10 12:45:28,0,14001,NightBux,0,1,"Site Scam , ne paye pas ...<br />
http://gyazo.com/4ce8273a362d9c8c9f0c8c76fb8d18bb<br />
Il dit que j'ai reçu le payement , rien du tous sur mon paypal depuis 1 mois héhé","Site Scam , ne paye pas ... http://gyazo.com/4ce8273a362d9c8c9f0c8c76fb8d18bb Il dit que j'ai reçu le payement , rien du tous sur mon paypal depuis 1 mois héhé",2015-06-10,2020-05-09 12:45:28,2015,6,2015-06,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132621,18389,2015-06-10 14:44:13,0,572,Enfer des Codes,0,1,"Bonjour, Mr le web. Pouvez-vous passer ce site en arnaque svp? le web est parti avec la caisse et ne donne plus de nouvelles. merci d'avance.","Bonjour, Mr le web. Pouvez-vous passer ce site en arnaque svp? le web est parti avec la caisse et ne donne plus de nouvelles. merci d'avance.",2015-06-10,2020-05-09 14:44:13,2015,6,2015-06,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132662,3960,2015-06-10 20:39:16,0,13998,VivaBux,0,1,"Bonsoir,<br />
Site inaccessible depuis plusieurs jours","Bonsoir, Site inaccessible depuis plusieurs jours",2015-06-10,2020-05-09 20:39:16,2015,6,2015-06,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132663,3960,2015-06-10 20:41:01,0,14069,PTCMart,0,1,"Bonsoir,<br />
<br />
This Account Has Been Suspended","Bonsoir,  This Account Has Been Suspended",2015-06-10,2020-05-09 20:41:01,2015,6,2015-06,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132681,37548,2015-06-10 22:10:15,0,12971,liquidbux,0,1,"Site fermé, au suivant!","Site fermé, au suivant!",2015-06-10,2020-05-09 22:10:15,2015,6,2015-06,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133046,43089,2015-06-12 22:20:21,0,9579,Ojooo,0,1,J'attends depuis près de deux semaines le payement de 3.71$. Le site est loin d'être sérieux.,J'attends depuis près de deux semaines le payement de 3.71$. Le site est loin d'être sérieux.,2015-06-12,2020-05-09 22:20:21,2015,6,2015-06,4,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133067,42161,2015-06-13 08:56:09,0,13477,Earning Strategy,0,1,"Bonjour earning stratégy fermer arnaque malheureusement admin non pro ,<br />
2 admin en moins de 3 mois.","Bonjour earning stratégy fermer arnaque malheureusement admin non pro , 2 admin en moins de 3 mois.",2015-06-13,2020-05-09 08:56:09,2015,6,2015-06,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133206,42530,2015-06-14 08:20:59,0,1805,8chances,0,1,"C'est quasiment impossible de recevoir le moindre lot, Mme Perrin vous nous dites de nous connecter à telles heures (8h - 16h - 00h), mais je ne vois pas en quoi faire un chèque nécessite une disponibilité de lots. Selon votre contrat, vous vous engagez à verser les sommes gagnées, le joueur n'a pas à patire de votre mauvaise gestion du site !!!","C'est quasiment impossible de recevoir le moindre lot, Mme Perrin vous nous dites de nous connecter à telles heures (8h - 16h - 00h), mais je ne vois pas en quoi faire un chèque nécessite une disponibilité de lots. Selon votre contrat, vous vous engagez à verser les sommes gagnées, le joueur n'a pas à patire de votre mauvaise gestion du site !!!",2015-06-14,2020-05-09 08:20:59,2015,6,2015-06,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133192,3960,2015-06-14 00:03:48,0,14297,Best-Clix,0,1,"Bonsoir,<br />
<br />
Domain Suspended<br />
This domain has been temporarily or permanently suspended.","Bonsoir,  Domain Suspended This domain has been temporarily or permanently suspended.",2015-06-14,2020-05-09 00:03:48,2015,6,2015-06,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133194,3960,2015-06-14 00:06:13,0,14394,MahBux,0,1,"Bonsoir,<br />
<br />
Le lien revoit sur un site de loterie.","Bonsoir,  Le lien revoit sur un site de loterie.",2015-06-14,2020-05-09 00:06:13,2015,6,2015-06,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133477,41427,2015-06-15 19:18:41,0,13431,Bonus Mail,0,1,"Ce site n'est pas un site sérieux, <br />
je me suis inscris j'ai fais trois mois de travail et j'ai reçu un seul paiement.<br />
j'ai pu trouvé 2 filleuls. <br />
j'ai été surpris de voir un jour un message pour me dire que mon pays n'a pas accès à ce site.<br />
qu'ils prennent les utilisateurs au sérieux, c'est depuis ce pays que je me suis inscris, pourquoi après avoir travaillé, je ne dois plus avoir accès. <br />
je n'ai eu gain de cause après plusieurs messages envoyés. <br />
<br />
pas sérieux, ne perdez plus vos temps. ","Ce site n'est pas un site sérieux,  je me suis inscris j'ai fais trois mois de travail et j'ai reçu un seul paiement. j'ai pu trouvé 2 filleuls.  j'ai été surpris de voir un jour un message pour me dire que mon pays n'a pas accès à ce site. qu'ils prennent les utilisateurs au sérieux, c'est depuis ce pays que je me suis inscris, pourquoi après avoir travaillé, je ne dois plus avoir accès.  je n'ai eu gain de cause après plusieurs messages envoyés.   pas sérieux, ne perdez plus vos temps. ",2015-06-15,2020-05-09 19:18:41,2015,6,2015-06,Monday,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133569,11448,2015-06-16 11:28:25,0,9579,Ojooo,0,1,"Attention ojoo ne paye plus maintenant,j'ai fait une demande depuis trois mois et toujours rien.","Attention ojoo ne paye plus maintenant,j'ai fait une demande depuis trois mois et toujours rien.",2015-06-16,2020-05-09 11:28:25,2015,6,2015-06,1,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133591,43211,2015-06-16 15:28:41,0,7607,MOBROG,0,1,"Bonjour,<br />
<br />
J'ai de sérieux doutes sur la fiabilité de ce site. Mon profil est rempli et pourtant jusqu'ici la plupart du temps lorsque que je reçois un invitation à un sondage, après 2 ou 3 questions le sondage est interrompu. Il est aussi arrivé qu'après avoir passé 20 minutes à des questions le sondage est indiqué comme interrompu parce que mon profil ne correspond pas.<br />
C'est une blague ou quoi. Ou comment faire remplir aux gens des sondages snas devoir les rémunérer.<br />
Une vraie perte de temps ce site.<br />
<br />
","Bonjour,  J'ai de sérieux doutes sur la fiabilité de ce site. Mon profil est rempli et pourtant jusqu'ici la plupart du temps lorsque que je reçois un invitation à un sondage, après 2 ou 3 questions le sondage est interrompu. Il est aussi arrivé qu'après avoir passé 20 minutes à des questions le sondage est indiqué comme interrompu parce que mon profil ne correspond pas. C'est une blague ou quoi. Ou comment faire remplir aux gens des sondages snas devoir les rémunérer. Une vraie perte de temps ce site.  ",2015-06-16,2020-05-09 15:28:41,2015,6,2015-06,1,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133592,30544,2015-06-16 15:55:01,0,11210,Votreexperienceclient.com,0,1,"J'ai réçu, je ne sais par quel miracle, un mail ""m'expliquant"" pourquoi mon compte avait été supprimé.<br />
J'imagine qu'il y a encore des membres qui ne reçoivent pas les virements paypal régulièrement. Je vous joins alors l'adresse mail qui m'a répondu.<br />
Tentez votre chance, ils ont l'air de répondre par ce canal: <br />
<br />
paneliste@fr.webhelp.com","J'ai réçu, je ne sais par quel miracle, un mail ""m'expliquant"" pourquoi mon compte avait été supprimé. J'imagine qu'il y a encore des membres qui ne reçoivent pas les virements paypal régulièrement. Je vous joins alors l'adresse mail qui m'a répondu. Tentez votre chance, ils ont l'air de répondre par ce canal:   paneliste@fr.webhelp.com",2015-06-16,2020-05-09 15:55:01,2015,6,2015-06,1,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133855,27577,2015-06-18 13:06:01,0,5652,CodeLoterie,0,1,"En fait, tu joues->tu gagnes des points-> tu te prend un code dans la boutique pour rejouer->tu rejoue...<br />
En gros tu gagne rien ?","En fait, tu joues->tu gagnes des points-> tu te prend un code dans la boutique pour rejouer->tu rejoue... En gros tu gagne rien ?",2015-06-18,2020-05-09 13:06:01,2015,6,2015-06,3,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133966,31941,2015-06-18 23:27:50,0,6505,Winveo,0,1,"<br />
Bonsoir web de winvéo  tout ces changements me plaisent pas,  il y a assez de sites de jeux aussi je ne perdrais plus de temps sur ton site. Tu peux supprimer mon compte celui de mon conjoint et ma fille.  <br />
<br />
si je passe ici c'est pour montrer mon mécontentement envers ce site de jeux Winvéo.<br />
"," Bonsoir web de winvéo  tout ces changements me plaisent pas,  il y a assez de sites de jeux aussi je ne perdrais plus de temps sur ton site. Tu peux supprimer mon compte celui de mon conjoint et ma fille.    si je passe ici c'est pour montrer mon mécontentement envers ce site de jeux Winvéo. ",2015-06-18,2020-05-09 23:27:50,2015,6,2015-06,3,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133988,43301,2015-06-19 09:00:00,0,7391,AddMeFast,0,1,ce site c'est le l'arnaque car j'ai deux pages un pour le carburant miracle de audi et l'autre qui se nomme contre les voitureS électriqueS au départ grâce a ce site j'avais au alentour de 660 like mais en deux jours ma page contre les voitures électriques a perdu 100 like et cela continue de descendre et ma page pour le carburant miracle de audi et joule unlimited a baisser de 400 LIKES c'est inadmissible ce site est une VÉRITABLE ARNAQUE ,ce site c'est le l'arnaque car j'ai deux pages un pour le carburant miracle de audi et l'autre qui se nomme contre les voitureS électriqueS au départ grâce a ce site j'avais au alentour de 660 like mais en deux jours ma page contre les voitures électriques a perdu 100 like et cela continue de descendre et ma page pour le carburant miracle de audi et joule unlimited a baisser de 400 LIKES c'est inadmissible ce site est une VÉRITABLE ARNAQUE ,2015-06-19,2020-05-09 09:00:00,2015,6,2015-06,4,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134096,31354,2015-06-19 16:50:16,0,1805,8chances,0,1,tout à fait d'accord avec toi Nico je ne compte plus le nombre de fois ou j'ai cliqué j'ai des milliers et des milliers de points mais la fidélité ne paie pas sur sky8 pour moi tout est à revoir dans cette boutique ,tout à fait d'accord avec toi Nico je ne compte plus le nombre de fois ou j'ai cliqué j'ai des milliers et des milliers de points mais la fidélité ne paie pas sur sky8 pour moi tout est à revoir dans cette boutique ,2015-06-19,2020-05-09 16:50:16,2015,6,2015-06,4,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134251,22544,2015-06-20 11:05:55,0,2044,Mine2kado,0,1,"Bonjour, deuxième jour que le site est inaccessible. Pour moi ce site doit passer en statut fermer ","Bonjour, deuxième jour que le site est inaccessible. Pour moi ce site doit passer en statut fermer ",2015-06-20,2020-05-09 11:05:55,2015,6,2015-06,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134268,43268,2015-06-20 13:29:05,0,1407,Youpifun,0,1," Moi si il faut porter plainte pour escroquerie, je suis partante, ce site ne respecte pas la loi Hamon et rien que pour ça, ce site doit être fermé!! Au faite, après avoir relancé le webmaster hier, j'ai eu droit à une réponse qui me mets encore plus en colère, voici nos differents échanges: 18/06/2015 à 07:49	Bonjour, je tenais juste à vous signaler que j'ai bien reçu mon cadeau mais celui ci n'est pas du tout le cadeau promis;J'ai en effet reçu une corde à sauter au lieu de la balance de voyage lcd.(sans aucune explication dans le paquet) je ne comprends pas comment cela peut arriver sachant qu'il y avait 5 balances lcd a gagner, j'aurais dû donc recevoir le bon cadeau. Je vous exprime aujourd'hui ma deception car ce n'est pas la 1ère fois que cela m'arrive. Bien cordialement 18/06/2015 à 14:37	Je n'ai reçu aucune explication de votre part suite au message envoyé ce matin; Je souhaiterais juste savoir pourquoi je n'ai pas reçu le cadeau promis à savoir la balance de voyage lcd? Vous comprendrez j'espère ma déception, c'est une question de confiance entre moi(joueuse et cliente) et vous? Dans l'attente d'une explication Cordialement Admin Youpifun 18/06/2015 à 16:19	Bonjour, Il semblerai qu'il y a eu une rupture de stock, donc comme le prévoit le réglement il a été remplacé par un autre cadeau de meme valeur. Cordialement Le service clientèle YOUPIFUN!!!! C'est vraiment du foutage de gueule car le site proposait 100 cadeaux a gagner (1 tablette, 1gps, 5 balance multifonctions lcd., 3 trottinettes.......), il ne s'agissait pas d'un cadeau choisi en boutique donc son explication ne tient pas la route!!!! Il promet tel cadeau et tel quantité dispo mais en faite c'est faux!!!!!!<span class=editCom> | Edit. : 26/06/2015 7:43:58</span>"," Moi si il faut porter plainte pour escroquerie, je suis partante, ce site ne respecte pas la loi Hamon et rien que pour ça, ce site doit être fermé!! Au faite, après avoir relancé le webmaster hier, j'ai eu droit à une réponse qui me mets encore plus en colère, voici nos differents échanges: 18/06/2015 à 07:49	Bonjour, je tenais juste à vous signaler que j'ai bien reçu mon cadeau mais celui ci n'est pas du tout le cadeau promis;J'ai en effet reçu une corde à sauter au lieu de la balance de voyage lcd.(sans aucune explication dans le paquet) je ne comprends pas comment cela peut arriver sachant qu'il y avait 5 balances lcd a gagner, j'aurais dû donc recevoir le bon cadeau. Je vous exprime aujourd'hui ma deception car ce n'est pas la 1ère fois que cela m'arrive. Bien cordialement 18/06/2015 à 14:37	Je n'ai reçu aucune explication de votre part suite au message envoyé ce matin; Je souhaiterais juste savoir pourquoi je n'ai pas reçu le cadeau promis à savoir la balance de voyage lcd? Vous comprendrez j'espère ma déception, c'est une question de confiance entre moi(joueuse et cliente) et vous? Dans l'attente d'une explication Cordialement Admin Youpifun 18/06/2015 à 16:19	Bonjour, Il semblerai qu'il y a eu une rupture de stock, donc comme le prévoit le réglement il a été remplacé par un autre cadeau de meme valeur. Cordialement Le service clientèle YOUPIFUN!!!! C'est vraiment du foutage de gueule car le site proposait 100 cadeaux a gagner (1 tablette, 1gps, 5 balance multifonctions lcd., 3 trottinettes.......), il ne s'agissait pas d'un cadeau choisi en boutique donc son explication ne tient pas la route!!!! Il promet tel cadeau et tel quantité dispo mais en faite c'est faux!!!!!! | Edit. : 26/06/2015 7:43:58",2015-06-20,2020-05-09 13:29:05,2015,6,2015-06,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134324,3960,2015-06-20 22:33:23,0,14236,pay-reward,0,1,"Bonsoir,<br />
<br />
Domain Suspended<br />
This domain has been temporarily or permanently suspended.","Bonsoir,  Domain Suspended This domain has been temporarily or permanently suspended.",2015-06-20,2020-05-09 22:33:23,2015,6,2015-06,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134325,3960,2015-06-20 22:35:02,0,14365,PRO REF CASH,0,1,"Bonsoir,<br />
<br />
Domain Suspended<br />
This domain has been temporarily or permanently suspended.","Bonsoir,  Domain Suspended This domain has been temporarily or permanently suspended.",2015-06-20,2020-05-09 22:35:02,2015,6,2015-06,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134911,7658,2015-06-24 13:29:52,0,7290,EuroClic,0,1,"bonjour; dans l'espace ""membre"", depuis 2 jours pouvez-vous accéder aux commentaires?<br />
je ne le peux plus, raison : j'ai écrit ce que je pense du site, ce qui n'a pas dû plaire au web, il a oublié que je pouvais commenté sur ce site, donc je transcrits mon message : j'avais prévenu fin mai que ns risquions des surprises en fin 2 mois, il s'est fait cambriolé Ok; que le voleur démarre son PC.... qu'il prélève 2 l'argent du compte paypal???le voleur par ses traces aurait été retrouvé, les voleurs se débarrassent le + rapidement possible de leur larcin; le croyant honnête comme c'était le cas, comme certains d'entre vs, je lui ai prêté 100&euro;; il attendait que son compte paypal soit à jour pour me rembourser, depuis le temps il aurait pu me faire 1 chèque s'il avait été honnête; 2 vs entendre vs apitoyer sur son sort ça m'énerve, il doit bien en rire; non seulement il n'est pas honnête mais en plus il est vicieux dans sa façon de faire ","bonjour; dans l'espace ""membre"", depuis 2 jours pouvez-vous accéder aux commentaires? je ne le peux plus, raison : j'ai écrit ce que je pense du site, ce qui n'a pas dû plaire au web, il a oublié que je pouvais commenté sur ce site, donc je transcrits mon message : j'avais prévenu fin mai que ns risquions des surprises en fin 2 mois, il s'est fait cambriolé Ok; que le voleur démarre son PC.... qu'il prélève 2 l'argent du compte paypal???le voleur par ses traces aurait été retrouvé, les voleurs se débarrassent le + rapidement possible de leur larcin; le croyant honnête comme c'était le cas, comme certains d'entre vs, je lui ai prêté 100€; il attendait que son compte paypal soit à jour pour me rembourser, depuis le temps il aurait pu me faire 1 chèque s'il avait été honnête; 2 vs entendre vs apitoyer sur son sort ça m'énerve, il doit bien en rire; non seulement il n'est pas honnête mais en plus il est vicieux dans sa façon de faire ",2015-06-24,2020-05-09 13:29:52,2015,6,2015-06,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134939,26002,2015-06-24 17:55:21,0,3980,FermOKDO,0,1,"<p><span class='isModCom'>[ MOD : commentaire édité par nandou33 | 24/06/2015 à 21h45 |  ]</span></p>Et encore un commentaire de supprime ! <br />
pourtant je ne vois pas pourquoi ?  EDIT : tout simplement parce que tout le monde a reçu  ce mail, moi y compris, donc il n'y a pas utilité de faire un copié/collé sur la fiche et de citer tous ses autres sites.généralement les copié/collé des mails personnels sont proscrits sur le fiches même si parfois on en tolère mais celui ci c'est du ressassé.des milliers l'ont reçu.
","[ MOD : commentaire édité par nandou33 | 24/06/2015 à 21h45 |  ]Et encore un commentaire de supprime !  pourtant je ne vois pas pourquoi ?  EDIT : tout simplement parce que tout le monde a reçu  ce mail, moi y compris, donc il n'y a pas utilité de faire un copié/collé sur la fiche et de citer tous ses autres sites.généralement les copié/collé des mails personnels sont proscrits sur le fiches même si parfois on en tolère mais celui ci c'est du ressassé.des milliers l'ont reçu. ",2015-06-24,2020-05-09 17:55:21,2015,6,2015-06,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134946,31454,2015-06-24 18:31:44,0,9579,Ojooo,0,1,"Bonjour toujours pas payé à ce jour :(<br />
",Bonjour toujours pas payé à ce jour :( ,2015-06-24,2020-05-09 18:31:44,2015,6,2015-06,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134972,26403,2015-06-24 20:44:39,0,12382,Adpageviews,0,1,"Bonsoir,<br />
Ce message pour signaler à tous que le site est fermé.<br />
We're choosing to close adpageviews because we're finding it hard to keep up with the work load, and instead of causing frustrations for people, we'll just close the site and give you a refund if you made any purchases.<br />
<br />
Your Purchases: $0.00<br />
Your Withdrawals: $1.96<br />
--------------------------<br />
Your Refund: $0.00<br />
<br />
Note: Your refund is being processed through your processor account used for making purchase. There is nothing you need to do. ","Bonsoir, Ce message pour signaler à tous que le site est fermé. We're choosing to close adpageviews because we're finding it hard to keep up with the work load, and instead of causing frustrations for people, we'll just close the site and give you a refund if you made any purchases.  Your Purchases: $0.00 Your Withdrawals: $1.96 -------------------------- Your Refund: $0.00  Note: Your refund is being processed through your processor account used for making purchase. There is nothing you need to do. ",2015-06-24,2020-05-09 20:44:39,2015,6,2015-06,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135141,43559,2015-06-25 23:25:38,1,3980,FermOKDO,0,1,"bonsoir!!! je vous envois un mail bizarre reçu sur toutes les boites mail des inscrit!!! bizarre pour un site qui est gratuit et sans obligation d'achat.<br />
<br />
obligé de mettre la preuve sous 1 cadeau pour publier",bonsoir!!! je vous envois un mail bizarre reçu sur toutes les boites mail des inscrit!!! bizarre pour un site qui est gratuit et sans obligation d'achat.  obligé de mettre la preuve sous 1 cadeau pour publier,2015-06-25,2020-05-09 23:25:38,2015,6,2015-06,3,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135187,43573,2015-06-26 10:37:11,0,12734,chickencoins,0,1,"Bonjour, <br />
<br />
J'avais un compte chez eux, mais au bout de 2 mois il m'ont arrêté le compte après que j'ai investi 20&euro; [ raison multicompte ) <br />
Alors que j'ai qu'un seul compte chez eux.. <br />
J'ai demandé des explication et qu'on me rende mon compte mais impossible.. <br />
Et j'ai demandé le remboursement de mon investissement mais rien non plus.. <br />
<br />
A mettre dans les SCAM ou douteux !<br />
<br />
Cordialement","Bonjour,   J'avais un compte chez eux, mais au bout de 2 mois il m'ont arrêté le compte après que j'ai investi 20€ [ raison multicompte )  Alors que j'ai qu'un seul compte chez eux..  J'ai demandé des explication et qu'on me rende mon compte mais impossible..  Et j'ai demandé le remboursement de mon investissement mais rien non plus..   A mettre dans les SCAM ou douteux !  Cordialement",2015-06-26,2020-05-09 10:37:11,2015,6,2015-06,4,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135223,37845,2015-06-26 13:35:47,0,14279,TOXADS,0,1,"Toxads a bloqué mon accès sans aucunes raisons<br />
De plus sur 20 filleuls loués, seul 3 étaient rentables.<br />
Le site à  diminuer la valeur des clics des filleuls.<br />
<br />
J'en conclu donc qu'après avoir été prometteur, ce site n'est en fait qu'un scam de plus.<br />
","Toxads a bloqué mon accès sans aucunes raisons De plus sur 20 filleuls loués, seul 3 étaient rentables. Le site à  diminuer la valeur des clics des filleuls.  J'en conclu donc qu'après avoir été prometteur, ce site n'est en fait qu'un scam de plus. ",2015-06-26,2020-05-09 13:35:47,2015,6,2015-06,4,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135388,39989,2015-06-27 12:18:27,0,13852,ClixHome,0,1,"Bonjour,<br />
<br />
Plus de paiement depuis le 10 mai... Personnellement j'ai un paiement en attente depuis le 30 mai mais toujours rien.<br />
<br />
A mon avis le site est un scam avant de fermer définitivement.","Bonjour,  Plus de paiement depuis le 10 mai... Personnellement j'ai un paiement en attente depuis le 30 mai mais toujours rien.  A mon avis le site est un scam avant de fermer définitivement.",2015-06-27,2020-05-09 12:18:27,2015,6,2015-06,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135552,39839,2015-06-28 19:41:30,0,13999,Bux888,0,1,toujours pas de paiement en vue...,toujours pas de paiement en vue...,2015-06-28,2020-05-09 19:41:30,2015,6,2015-06,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135557,39839,2015-06-28 19:54:01,0,14239,PTCBoss,0,1,"Même admin qu'instantpaidbux --> SCAM!<br />
Paiement en attente depuis 17 jours",Même admin qu'instantpaidbux --> SCAM! Paiement en attente depuis 17 jours,2015-06-28,2020-05-09 19:54:01,2015,6,2015-06,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135558,39839,2015-06-28 19:54:52,0,14238,Bux999,0,1,Même admin que bux888 -> paiement en attente depuis environ 20 jours....pour moi c'est du SCAM!,Même admin que bux888 -> paiement en attente depuis environ 20 jours....pour moi c'est du SCAM!,2015-06-28,2020-05-09 19:54:52,2015,6,2015-06,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135693,27577,2015-06-29 15:33:20,0,14555,Tube-a-essai,0,1,"Euh là par contre, je ne suis pas le seul à me plaindre, des dizaines de mail ont été envoyé en contact, fb, twitter.... AUCUNE REPONSE<br />
AUCUN PAIEMENT, ils doivent plus de 200&euro;.<br />
Donc là ça commence à bien faire.","Euh là par contre, je ne suis pas le seul à me plaindre, des dizaines de mail ont été envoyé en contact, fb, twitter.... AUCUNE REPONSE AUCUN PAIEMENT, ils doivent plus de 200€. Donc là ça commence à bien faire.",2015-06-29,2020-05-09 15:33:20,2015,6,2015-06,Monday,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135841,10647,2015-06-30 12:45:13,0,7121,Galactikdo,0,1,"Le site fermera le 25 juillet, le web est réapparu pour ça<br />
""Les cadeaux en cours de préparation seront traités autant que possible mais je prioriserai les membres ayant investis sur le site."" voilà ce qu'il annonce, une preuve de l'honnêteté du web.<br />
Une plainte a déjà été déposée auprès de la répression des fraudes et je vais leur communiquer cette nouvelle pour qu'ils accélèrent le processus<br />
C'est facile de se pointer au bout de 6 mois pour donner ce genre de nouvelles","Le site fermera le 25 juillet, le web est réapparu pour ça ""Les cadeaux en cours de préparation seront traités autant que possible mais je prioriserai les membres ayant investis sur le site."" voilà ce qu'il annonce, une preuve de l'honnêteté du web. Une plainte a déjà été déposée auprès de la répression des fraudes et je vais leur communiquer cette nouvelle pour qu'ils accélèrent le processus C'est facile de se pointer au bout de 6 mois pour donner ce genre de nouvelles",2015-06-30,2020-05-09 12:45:13,2015,6,2015-06,1,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136041,43756,2015-07-01 12:36:25,0,21,Kingolotto,0,1,"Je constate que mes points kingoloto (1964807 points et 10,94 &euro; ) ont disparu.???<br />
<br />
Malhonnêtes !","Je constate que mes points kingoloto (1964807 points et 10,94 € ) ont disparu.???  Malhonnêtes !",2015-07-01,2020-05-09 12:36:25,2015,7,2015-07,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
